PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Child,Young,Young_m,Young_f,Cabin_known,Age_known,Family,Alone,LargeFamily,Deck,Bad_ticket,Fare_cat
600,1,1,1,49.0,1,0,56.9292,0,0,0,0,0,1,1,1,0,0,0,0,1
601,1,2,0,24.0,2,1,27.0,2,0,1,0,1,0,1,3,0,0,8,0,1
602,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
603,0,1,1,,0,0,42.4,2,0,0,0,0,0,0,0,1,0,8,0,1
604,0,3,1,44.0,0,0,8.05,2,0,0,0,0,0,1,0,1,0,8,1,0
605,1,1,1,35.0,0,0,26.55,0,0,1,1,0,0,1,0,1,0,8,0,1
606,0,3,1,36.0,1,0,15.55,2,0,1,1,0,0,1,1,0,0,8,1,1
607,0,3,1,30.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
608,1,1,1,27.0,0,0,30.5,2,0,1,1,0,0,1,0,1,0,8,0,1
609,1,2,0,22.0,1,2,41.5792,0,0,1,0,1,0,1,3,0,0,8,0,1
610,1,1,0,40.0,0,0,153.4625,2,0,1,0,1,1,1,0,1,0,2,0,2
611,0,3,0,39.0,1,5,31.275,2,0,1,0,1,0,1,6,0,1,8,1,1
612,0,3,1,,0,0,7.05,2,0,0,0,0,0,0,0,1,0,8,0,0
613,1,3,0,16.1231884057971,1,0,15.5,1,1,0,0,0,0,0,1,0,0,8,1,1
614,0,3,1,,0,0,7.75,1,0,0,0,0,0,0,0,1,0,8,1,0
615,0,3,1,35.0,0,0,8.05,2,0,1,1,0,0,1,0,1,0,8,1,0
616,1,2,0,24.0,1,2,65.0,2,0,1,0,1,0,1,3,0,0,8,0,1
617,0,3,1,34.0,1,1,14.4,2,0,1,1,0,0,1,2,0,0,8,1,1
618,0,3,0,26.0,1,0,16.1,2,0,1,0,1,0,1,1,0,0,8,1,1
619,1,2,0,4.0,2,1,39.0,2,1,0,0,0,1,1,3,0,0,5,0,1
620,0,2,1,26.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,1,1
621,0,3,1,27.0,1,0,14.4542,0,0,1,1,0,0,1,1,0,0,8,0,1
622,1,1,1,42.0,1,0,52.5542,2,0,0,0,0,1,1,1,0,0,3,0,1
623,1,3,1,20.0,1,1,15.7417,0,0,1,1,0,0,1,2,0,0,8,0,1
624,0,3,1,21.0,0,0,7.8542,2,0,1,1,0,0,1,0,1,0,8,1,0
625,0,3,1,21.0,0,0,16.1,2,0,1,1,0,0,1,0,1,0,8,0,1
626,0,1,1,61.0,0,0,32.3208,2,0,0,0,0,1,1,0,1,0,3,1,1
627,0,2,1,57.0,0,0,12.35,1,0,0,0,0,0,1,0,1,0,8,0,1
628,1,1,0,21.0,0,0,77.9583,2,0,1,0,1,1,1,0,1,0,3,0,1
629,0,3,1,26.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
630,0,3,1,,0,0,7.7333,1,0,0,0,0,0,0,0,1,0,8,1,0
631,1,1,1,80.0,0,0,30.0,2,0,0,0,0,1,1,0,1,0,0,0,1
632,0,3,1,51.0,0,0,7.0542,2,0,0,0,0,0,1,0,1,0,8,1,0
633,1,1,1,32.0,0,0,30.5,0,0,1,1,0,1,1,0,1,0,1,0,1
634,0,1,1,,0,0,0.0,2,0,0,0,0,0,0,0,1,0,8,0,0
635,0,3,0,9.0,3,2,27.9,2,1,0,0,0,0,1,5,0,1,8,1,1
636,1,2,0,28.0,0,0,13.0,2,0,1,0,1,0,1,0,1,0,8,0,1
637,0,3,1,32.0,0,0,7.925,2,0,1,1,0,0,1,0,1,0,8,0,0
638,0,2,1,31.0,1,1,26.25,2,0,1,1,0,0,1,2,0,0,8,0,1
639,0,3,0,41.0,0,5,39.6875,2,0,0,0,0,0,1,5,0,1,8,1,1
640,0,3,1,,1,0,16.1,2,0,0,0,0,0,0,1,0,0,8,1,1
641,0,3,1,20.0,0,0,7.8542,2,0,1,1,0,0,1,0,1,0,8,1,0
642,1,1,0,24.0,0,0,69.3,0,0,1,0,1,1,1,0,1,0,1,0,1
643,0,3,0,2.0,3,2,27.9,2,1,0,0,0,0,1,5,0,1,8,1,1
644,1,3,1,,0,0,56.4958,2,0,0,0,0,0,0,0,1,0,8,0,1
645,1,3,0,0.75,2,1,19.2583,0,1,0,0,0,0,1,3,0,0,8,0,1
646,1,1,1,48.0,1,0,76.7292,0,0,0,0,0,1,1,1,0,0,3,0,1
647,0,3,1,19.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
648,1,1,1,56.0,0,0,35.5,0,0,0,0,0,1,1,0,1,0,0,0,1
649,0,3,1,,0,0,7.55,2,0,0,0,0,0,0,0,1,0,8,0,0
650,1,3,0,23.0,0,0,7.55,2,0,1,0,1,0,1,0,1,0,8,0,0
651,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
652,1,2,0,18.0,0,1,23.0,2,0,1,0,1,0,1,1,0,0,8,0,1
653,0,3,1,21.0,0,0,8.4333,2,0,1,1,0,0,1,0,1,0,8,0,0
654,1,3,0,16.1231884057971,0,0,7.8292,1,1,0,0,0,0,0,0,1,0,8,1,0
655,0,3,0,18.0,0,0,6.75,1,0,1,0,1,0,1,0,1,0,8,1,0
656,0,2,1,24.0,2,0,73.5,2,0,1,1,0,0,1,2,0,0,8,0,1
657,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
658,0,3,0,32.0,1,1,15.5,1,0,1,0,1,0,1,2,0,0,8,1,1
659,0,2,1,23.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
660,0,1,1,58.0,0,2,113.275,0,0,0,0,0,1,1,2,0,0,3,1,2
661,1,1,1,50.0,2,0,133.65,2,0,0,0,0,0,1,2,0,0,8,0,2
662,0,3,1,40.0,0,0,7.225,0,0,1,1,0,0,1,0,1,0,8,0,0
663,0,1,1,47.0,0,0,25.5875,2,0,0,0,0,1,1,0,1,0,4,0,1
664,0,3,1,36.0,0,0,7.4958,2,0,1,1,0,0,1,0,1,0,8,1,0
665,1,3,1,20.0,1,0,7.925,2,0,1,1,0,0,1,1,0,0,8,0,0
666,0,2,1,32.0,2,0,73.5,2,0,1,1,0,0,1,2,0,0,8,0,1
667,0,2,1,25.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
668,0,3,1,,0,0,7.775,2,0,0,0,0,0,0,0,1,0,8,1,0
669,0,3,1,43.0,0,0,8.05,2,0,0,0,0,0,1,0,1,0,8,1,0
670,1,1,0,40.88235294117647,1,0,52.0,2,0,0,0,0,1,0,1,0,0,2,0,1
671,1,2,0,40.0,1,1,39.0,2,0,1,0,1,0,1,2,0,0,8,0,1
672,0,1,1,31.0,1,0,52.0,2,0,1,1,0,1,1,1,0,0,1,0,1
673,0,2,1,70.0,0,0,10.5,2,0,0,0,0,0,1,0,1,0,8,0,1
674,1,2,1,31.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
675,0,2,1,,0,0,0.0,2,0,0,0,0,0,0,0,1,0,8,0,0
676,0,3,1,18.0,0,0,7.775,2,0,1,1,0,0,1,0,1,0,8,1,0
677,0,3,1,24.5,0,0,8.05,2,0,1,1,0,0,1,0,1,0,8,1,0
678,1,3,0,18.0,0,0,9.8417,2,0,1,0,1,0,1,0,1,0,8,1,1
679,0,3,0,43.0,1,6,46.9,2,0,0,0,0,0,1,7,0,1,8,0,1
680,1,1,1,36.0,0,1,512.3292,0,0,1,1,0,1,1,1,0,0,1,0,2
681,0,3,0,16.1231884057971,0,0,8.1375,1,1,0,0,0,0,0,0,1,0,8,1,0
682,1,1,1,27.0,0,0,76.7292,0,0,1,1,0,1,1,0,1,0,3,0,1
683,0,3,1,20.0,0,0,9.225,2,0,1,1,0,0,1,0,1,0,8,1,1
684,0,3,1,14.0,5,2,46.9,2,0,0,0,0,0,1,7,0,1,8,0,1
685,0,2,1,60.0,1,1,39.0,2,0,0,0,0,0,1,2,0,0,8,0,1
686,0,2,1,25.0,1,2,41.5792,0,0,1,1,0,0,1,3,0,0,8,0,1
687,0,3,1,14.0,4,1,39.6875,2,0,0,0,0,0,1,5,0,1,8,1,1
688,0,3,1,19.0,0,0,10.1708,2,0,1,1,0,0,1,0,1,0,8,1,1
689,0,3,1,18.0,0,0,7.7958,2,0,1,1,0,0,1,0,1,0,8,1,0
690,1,1,0,15.0,0,1,211.3375,2,0,0,0,0,1,1,1,0,0,1,0,2
691,1,1,1,31.0,1,0,57.0,2,0,1,1,0,1,1,1,0,0,1,0,1
692,1,3,0,4.0,0,1,13.4167,0,1,0,0,0,0,1,1,0,0,8,1,1
693,1,3,1,,0,0,56.4958,2,0,0,0,0,0,0,0,1,0,8,0,1
694,0,3,1,25.0,0,0,7.225,0,0,1,1,0,0,1,0,1,0,8,0,0
695,0,1,1,60.0,0,0,26.55,2,0,0,0,0,0,1,0,1,0,8,0,1
696,0,2,1,52.0,0,0,13.5,2,0,0,0,0,0,1,0,1,0,8,0,1
697,0,3,1,44.0,0,0,8.05,2,0,0,0,0,0,1,0,1,0,8,1,0
698,1,3,0,16.1231884057971,0,0,7.7333,1,1,0,0,0,0,0,0,1,0,8,1,0
699,0,1,1,49.0,1,1,110.8833,0,0,0,0,0,1,1,2,0,0,2,0,2
700,0,3,1,42.0,0,0,7.65,2,0,0,0,0,1,1,0,1,0,5,1,0
701,1,1,0,18.0,1,0,227.525,0,0,1,0,1,1,1,1,0,0,2,0,2
702,1,1,1,35.0,0,0,26.2875,2,0,1,1,0,1,1,0,1,0,4,0,1
703,0,3,0,18.0,0,1,14.4542,0,0,1,0,1,0,1,1,0,0,8,0,1
704,0,3,1,25.0,0,0,7.7417,1,0,1,1,0,0,1,0,1,0,8,1,0
705,0,3,1,26.0,1,0,7.8542,2,0,1,1,0,0,1,1,0,0,8,1,0
706,0,2,1,39.0,0,0,26.0,2,0,1,1,0,0,1,0,1,0,8,0,1
707,1,2,0,45.0,0,0,13.5,2,0,0,0,0,0,1,0,1,0,8,0,1
708,1,1,1,42.0,0,0,26.2875,2,0,0,0,0,1,1,0,1,0,4,0,1
709,1,1,0,22.0,0,0,151.55,2,0,1,0,1,0,1,0,1,0,8,0,2
710,1,3,1,27.704778156996586,1,1,15.2458,0,1,0,0,0,0,0,2,0,0,8,0,1
711,1,1,0,24.0,0,0,49.5042,0,0,1,0,1,1,1,0,1,0,2,0,1
712,0,1,1,,0,0,26.55,2,0,0,0,0,1,0,0,1,0,2,0,1
713,1,1,1,48.0,1,0,52.0,2,0,0,0,0,1,1,1,0,0,2,0,1
714,0,3,1,29.0,0,0,9.4833,2,0,1,1,0,0,1,0,1,0,8,1,1
715,0,2,1,52.0,0,0,13.0,2,0,0,0,0,0,1,0,1,0,8,0,1
716,0,3,1,19.0,0,0,7.65,2,0,1,1,0,1,1,0,1,0,5,1,0
717,1,1,0,38.0,0,0,227.525,0,0,1,0,1,1,1,0,1,0,2,0,2
718,1,2,0,27.0,0,0,10.5,2,0,1,0,1,1,1,0,1,0,4,1,1
719,0,3,1,,0,0,15.5,1,0,0,0,0,0,0,0,1,0,8,1,1
720,0,3,1,33.0,0,0,7.775,2,0,1,1,0,0,1,0,1,0,8,1,0
721,1,2,0,6.0,0,1,33.0,2,1,0,0,0,0,1,1,0,0,8,0,1
722,0,3,1,17.0,1,0,7.0542,2,0,0,0,0,0,1,1,0,0,8,1,0
723,0,2,1,34.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
724,0,2,1,50.0,0,0,13.0,2,0,0,0,0,0,1,0,1,0,8,0,1
725,1,1,1,27.0,1,0,53.1,2,0,1,1,0,1,1,1,0,0,4,0,1
726,0,3,1,20.0,0,0,8.6625,2,0,1,1,0,0,1,0,1,0,8,1,0
727,1,2,0,30.0,3,0,21.0,2,0,1,0,1,0,1,3,0,1,8,1,1
728,1,3,0,16.1231884057971,0,0,7.7375,1,1,0,0,0,0,0,0,1,0,8,1,0
729,0,2,1,25.0,1,0,26.0,2,0,1,1,0,0,1,1,0,0,8,0,1
730,0,3,0,25.0,1,0,7.925,2,0,1,0,1,0,1,1,0,0,8,0,0
731,1,1,0,29.0,0,0,211.3375,2,0,1,0,1,1,1,0,1,0,1,0,2
732,0,3,1,11.0,0,0,18.7875,0,0,0,0,0,0,1,0,1,0,8,0,1
733,0,2,1,,0,0,0.0,2,0,0,0,0,0,0,0,1,0,8,0,0
734,0,2,1,23.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
735,0,2,1,23.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
736,0,3,1,28.5,0,0,16.1,2,0,1,1,0,0,1,0,1,0,8,0,1
737,0,3,0,48.0,1,3,34.375,2,0,0,0,0,0,1,4,0,0,8,1,1
738,1,1,1,35.0,0,0,512.3292,0,0,1,1,0,1,1,0,1,0,1,0,2
739,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
740,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
741,1,1,1,,0,0,30.0,2,0,0,0,0,1,0,0,1,0,3,0,1
742,0,1,1,36.0,1,0,78.85,2,0,1,1,0,1,1,1,0,0,2,0,1
743,1,1,0,21.0,2,2,262.375,0,0,1,0,1,1,1,4,0,0,1,0,2
744,0,3,1,24.0,1,0,16.1,2,0,1,1,0,0,1,1,0,0,8,1,1
745,1,3,1,31.0,0,0,7.925,2,0,1,1,0,0,1,0,1,0,8,0,0
746,0,1,1,70.0,1,1,71.0,2,0,0,0,0,1,1,2,0,0,1,1,1
747,0,3,1,16.0,1,1,20.25,2,0,0,0,0,0,1,2,0,0,8,0,1
748,1,2,0,30.0,0,0,13.0,2,0,1,0,1,0,1,0,1,0,8,0,1
749,0,1,1,19.0,1,0,53.1,2,0,1,1,0,1,1,1,0,0,3,0,1
750,0,3,1,31.0,0,0,7.75,1,0,1,1,0,0,1,0,1,0,8,1,0
751,1,2,0,4.0,1,1,23.0,2,1,0,0,0,0,1,2,0,0,8,0,1
752,1,3,1,6.0,0,1,12.475,2,1,0,0,0,1,1,1,0,0,4,1,1
753,0,3,1,33.0,0,0,9.5,2,0,1,1,0,0,1,0,1,0,8,1,1
754,0,3,1,23.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
755,1,2,0,48.0,1,2,65.0,2,0,0,0,0,0,1,3,0,0,8,0,1
756,1,2,1,0.67,1,1,14.5,2,1,0,0,0,0,1,2,0,0,8,0,1
757,0,3,1,28.0,0,0,7.7958,2,0,1,1,0,0,1,0,1,0,8,1,0
758,0,2,1,18.0,0,0,11.5,2,0,1,1,0,0,1,0,1,0,8,0,1
759,0,3,1,34.0,0,0,8.05,2,0,1,1,0,0,1,0,1,0,8,1,0
760,1,1,0,33.0,0,0,86.5,2,0,1,0,1,1,1,0,1,0,1,0,1
761,0,3,1,,0,0,14.5,2,0,0,0,0,0,0,0,1,0,8,1,1
762,0,3,1,41.0,0,0,7.125,2,0,0,0,0,0,1,0,1,0,8,0,0
763,1,3,1,20.0,0,0,7.2292,0,0,1,1,0,0,1,0,1,0,8,0,0
764,1,1,0,36.0,1,2,120.0,2,0,1,0,1,1,1,3,0,0,1,0,2
765,0,3,1,16.0,0,0,7.775,2,0,0,0,0,0,1,0,1,0,8,1,0
766,1,1,0,51.0,1,0,77.9583,2,0,0,0,0,1,1,1,0,0,3,0,1
767,0,1,1,,0,0,39.6,0,0,0,0,0,0,0,0,1,0,8,0,1
768,0,3,0,30.5,0,0,7.75,1,0,1,0,1,0,1,0,1,0,8,1,0
769,0,3,1,,1,0,24.15,1,0,0,0,0,0,0,1,0,0,8,1,1
770,0,3,1,32.0,0,0,8.3625,2,0,1,1,0,0,1,0,1,0,8,0,0
771,0,3,1,24.0,0,0,9.5,2,0,1,1,0,0,1,0,1,0,8,1,1
772,0,3,1,48.0,0,0,7.8542,2,0,0,0,0,0,1,0,1,0,8,1,0
773,0,2,0,57.0,0,0,10.5,2,0,0,0,0,1,1,0,1,0,4,0,1
774,0,3,1,,0,0,7.225,0,0,0,0,0,0,0,0,1,0,8,0,0
775,1,2,0,54.0,1,3,23.0,2,0,0,0,0,0,1,4,0,0,8,0,1
776,0,3,1,18.0,0,0,7.75,2,0,1,1,0,0,1,0,1,0,8,1,0
777,0,3,1,,0,0,7.75,1,0,0,0,0,1,0,0,1,0,5,1,0
778,1,3,0,5.0,0,0,12.475,2,1,0,0,0,0,1,0,1,0,8,1,1
779,0,3,1,,0,0,7.7375,1,0,0,0,0,0,0,0,1,0,8,1,0
780,1,1,0,43.0,0,1,211.3375,2,0,0,0,0,1,1,1,0,0,1,0,2
781,1,3,0,13.0,0,0,7.2292,0,0,0,0,0,0,1,0,1,0,8,0,0
782,1,1,0,17.0,1,0,57.0,2,0,0,0,0,1,1,1,0,0,1,0,1
783,0,1,1,29.0,0,0,30.0,2,0,1,1,0,1,1,0,1,0,3,0,1
784,0,3,1,,1,2,23.45,2,0,0,0,0,0,0,3,0,0,8,1,1
785,0,3,1,25.0,0,0,7.05,2,0,1,1,0,0,1,0,1,0,8,0,0
786,0,3,1,25.0,0,0,7.25,2,0,1,1,0,0,1,0,1,0,8,1,0
787,1,3,0,18.0,0,0,7.4958,2,0,1,0,1,0,1,0,1,0,8,1,0
788,0,3,1,8.0,4,1,29.125,1,1,0,0,0,0,1,5,0,1,8,1,1
789,1,3,1,1.0,1,2,20.575,2,1,0,0,0,0,1,3,0,0,8,0,1
790,0,1,1,46.0,0,0,79.2,0,0,0,0,0,1,1,0,1,0,1,0,1
791,0,3,1,,0,0,7.75,1,0,0,0,0,0,0,0,1,0,8,0,0
792,0,2,1,16.0,0,0,26.0,2,0,0,0,0,0,1,0,1,0,8,0,1
793,0,3,0,16.1231884057971,8,2,69.55,2,1,0,0,0,0,0,10,0,1,8,0,1
794,0,1,1,,0,0,30.6958,0,0,0,0,0,0,0,0,1,0,8,0,1
795,0,3,1,25.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
796,0,2,1,39.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
797,1,1,0,49.0,0,0,25.9292,2,0,0,0,0,1,1,0,1,0,3,0,1
798,1,3,0,31.0,0,0,8.6833,2,0,1,0,1,0,1,0,1,0,8,1,0
799,0,3,1,30.0,0,0,7.2292,0,0,1,1,0,0,1,0,1,0,8,0,0
800,0,3,0,30.0,1,1,24.15,2,0,1,0,1,0,1,2,0,0,8,1,1
801,0,2,1,34.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
802,1,2,0,31.0,1,1,26.25,2,0,1,0,1,0,1,2,0,0,8,0,1
803,1,1,1,11.0,1,2,120.0,2,0,0,0,0,1,1,3,0,0,1,0,2
804,1,3,1,0.42,0,1,8.5167,0,1,0,0,0,0,1,1,0,0,8,0,0
805,1,3,1,27.0,0,0,6.975,2,0,1,1,0,0,1,0,1,0,8,1,0
806,0,3,1,31.0,0,0,7.775,2,0,1,1,0,0,1,0,1,0,8,1,0
807,0,1,1,39.0,0,0,0.0,2,0,1,1,0,1,1,0,1,0,0,0,0
808,0,3,0,18.0,0,0,7.775,2,0,1,0,1,0,1,0,1,0,8,1,0
809,0,2,1,39.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
810,1,1,0,33.0,1,0,53.1,2,0,1,0,1,1,1,1,0,0,4,0,1
811,0,3,1,26.0,0,0,7.8875,2,0,1,1,0,0,1,0,1,0,8,1,0
812,0,3,1,39.0,0,0,24.15,2,0,1,1,0,0,1,0,1,0,8,1,1
813,0,2,1,35.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
814,0,3,0,6.0,4,2,31.275,2,1,0,0,0,0,1,6,0,1,8,1,1
815,0,3,1,30.5,0,0,8.05,2,0,1,1,0,0,1,0,1,0,8,1,0
816,0,1,1,,0,0,0.0,2,0,0,0,0,1,0,0,1,0,1,0,0
817,0,3,0,23.0,0,0,7.925,2,0,1,0,1,0,1,0,1,0,8,0,0
818,0,2,1,31.0,1,1,37.0042,0,0,1,1,0,0,1,2,0,0,8,0,1
819,0,3,1,43.0,0,0,6.45,2,0,0,0,0,0,1,0,1,0,8,0,0
820,0,3,1,10.0,3,2,27.9,2,0,0,0,0,0,1,5,0,1,8,1,1
821,1,1,0,52.0,1,1,93.5,2,0,0,0,0,1,1,2,0,0,1,0,1
822,1,3,1,27.0,0,0,8.6625,2,0,1,1,0,0,1,0,1,0,8,1,0
823,0,1,1,38.0,0,0,0.0,2,0,1,1,0,0,1,0,1,0,8,0,0
824,1,3,0,27.0,0,1,12.475,2,0,1,0,1,1,1,1,0,0,4,1,1
825,0,3,1,2.0,4,1,39.6875,2,1,0,0,0,0,1,5,0,1,8,1,1
826,0,3,1,,0,0,6.95,1,0,0,0,0,0,0,0,1,0,8,1,0
827,0,3,1,,0,0,56.4958,2,0,0,0,0,0,0,0,1,0,8,0,1
828,1,2,1,1.0,0,2,37.0042,0,1,0,0,0,0,1,2,0,0,8,0,1
829,1,3,1,,0,0,7.75,1,0,0,0,0,0,0,0,1,0,8,1,0
830,1,1,0,62.0,0,0,80.0,-2147483648,0,0,0,0,1,1,0,1,0,1,0,1
831,1,3,0,15.0,1,0,14.4542,0,0,0,0,0,0,1,1,0,0,8,0,1
832,1,2,1,0.83,1,1,18.75,2,1,0,0,0,0,1,2,0,0,8,0,1
833,0,3,1,,0,0,7.2292,0,0,0,0,0,0,0,0,1,0,8,0,0
834,0,3,1,23.0,0,0,7.8542,2,0,1,1,0,0,1,0,1,0,8,1,0
835,0,3,1,18.0,0,0,8.3,2,0,1,1,0,0,1,0,1,0,8,0,0
836,1,1,0,39.0,1,1,83.1583,0,0,1,0,1,1,1,2,0,0,4,0,1
837,0,3,1,21.0,0,0,8.6625,2,0,1,1,0,0,1,0,1,0,8,1,0
838,0,3,1,,0,0,8.05,2,0,0,0,0,0,0,0,1,0,8,1,0
839,1,3,1,32.0,0,0,56.4958,2,0,1,1,0,0,1,0,1,0,8,0,1
840,1,1,1,,0,0,29.7,0,0,0,0,0,1,0,0,1,0,2,0,1
841,0,3,1,20.0,0,0,7.925,2,0,1,1,0,0,1,0,1,0,8,0,0
842,0,2,1,16.0,0,0,10.5,2,0,0,0,0,0,1,0,1,0,8,0,1
843,1,1,0,30.0,0,0,31.0,0,0,1,0,1,0,1,0,1,0,8,0,1
844,0,3,1,34.5,0,0,6.4375,0,0,1,1,0,0,1,0,1,0,8,0,0
845,0,3,1,17.0,0,0,8.6625,2,0,0,0,0,0,1,0,1,0,8,1,0
846,0,3,1,42.0,0,0,7.55,2,0,0,0,0,0,1,0,1,0,8,0,0
847,0,3,1,,8,2,69.55,2,0,0,0,0,0,0,10,0,1,8,0,1
848,0,3,1,35.0,0,0,7.8958,0,0,1,1,0,0,1,0,1,0,8,1,0
849,0,2,1,28.0,0,1,33.0,2,0,1,1,0,0,1,1,0,0,8,0,1
850,1,1,0,40.88235294117647,1,0,89.1042,0,0,0,0,0,1,0,1,0,0,2,0,1
851,0,3,1,4.0,4,2,31.275,2,1,0,0,0,0,1,6,0,1,8,1,1
852,0,3,1,74.0,0,0,7.775,2,0,0,0,0,0,1,0,1,0,8,1,0
853,0,3,0,9.0,1,1,15.2458,0,1,0,0,0,0,1,2,0,0,8,0,1
854,1,1,0,16.0,0,1,39.4,2,0,0,0,0,1,1,1,0,0,3,0,1
855,0,2,0,44.0,1,0,26.0,2,0,0,0,0,0,1,1,0,0,8,0,1
856,1,3,0,18.0,0,1,9.35,2,0,1,0,1,0,1,1,0,0,8,1,1
857,1,1,0,45.0,1,1,164.8667,2,0,0,0,0,0,1,2,0,0,8,1,2
858,1,1,1,51.0,0,0,26.55,2,0,0,0,0,1,1,0,1,0,4,0,1
859,1,3,0,24.0,0,3,19.2583,0,0,1,0,1,0,1,3,0,0,8,0,1
860,0,3,1,,0,0,7.2292,0,0,0,0,0,0,0,0,1,0,8,0,0
861,0,3,1,41.0,2,0,14.1083,2,0,0,0,0,0,1,2,0,0,8,1,1
862,0,2,1,21.0,1,0,11.5,2,0,1,1,0,0,1,1,0,0,8,0,1
863,1,1,0,48.0,0,0,25.9292,2,0,0,0,0,1,1,0,1,0,3,0,1
864,0,3,0,16.1231884057971,8,2,69.55,2,1,0,0,0,0,0,10,0,1,8,0,1
865,0,2,1,24.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
866,1,2,0,42.0,0,0,13.0,2,0,0,0,0,0,1,0,1,0,8,0,1
867,1,2,0,27.0,1,0,13.8583,0,0,1,0,1,0,1,1,0,0,8,0,1
868,0,1,1,31.0,0,0,50.4958,2,0,1,1,0,1,1,0,1,0,0,0,1
869,0,3,1,,0,0,9.5,2,0,0,0,0,0,0,0,1,0,8,1,1
870,1,3,1,4.0,1,1,11.1333,2,1,0,0,0,0,1,2,0,0,8,1,1
871,0,3,1,26.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
872,1,1,0,47.0,1,1,52.5542,2,0,0,0,0,1,1,2,0,0,3,0,1
873,0,1,1,33.0,0,0,5.0,2,0,1,1,0,1,1,0,1,0,1,1,0
874,0,3,1,47.0,0,0,9.0,2,0,0,0,0,0,1,0,1,0,8,1,1
875,1,2,0,28.0,1,0,24.0,0,0,1,0,1,0,1,1,0,0,8,0,1
876,1,3,0,15.0,0,0,7.225,0,0,0,0,0,0,1,0,1,0,8,0,0
877,0,3,1,20.0,0,0,9.8458,2,0,1,1,0,0,1,0,1,0,8,1,1
878,0,3,1,19.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
879,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
880,1,1,0,56.0,0,1,83.1583,0,0,0,0,0,1,1,1,0,0,2,0,1
881,1,2,0,25.0,0,1,26.0,2,0,1,0,1,0,1,1,0,0,8,0,1
882,0,3,1,33.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
883,0,3,0,22.0,0,0,10.5167,2,0,1,0,1,0,1,0,1,0,8,1,1
884,0,2,1,28.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
885,0,3,1,25.0,0,0,7.05,2,0,1,1,0,0,1,0,1,0,8,0,0
886,0,3,0,39.0,0,5,29.125,1,0,1,0,1,0,1,5,0,1,8,1,1
887,0,2,1,27.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
888,1,1,0,19.0,0,0,30.0,2,0,1,0,1,1,1,0,1,0,1,0,1
889,0,3,0,16.1231884057971,1,2,23.45,2,1,0,0,0,0,0,3,0,0,8,1,1
890,1,1,1,26.0,0,0,30.0,0,0,1,1,0,1,1,0,1,0,2,0,1
891,0,3,1,32.0,0,0,7.75,1,0,1,1,0,0,1,0,1,0,8,1,0
